student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,hobbies,skills.soft,family.siblings,family.income.father,family.income.mother,tech_skills,skills_soft,device_item_0.type,device_item_0.brand,device_item_0.year,device_item_1.type,device_item_1.brand,device_item_1.year,addr_city,addr_district,addr_postal
422,Steven Butler,21,Female,55.0,Yoq--,Ayersview,wellslynn@bishop-bates.com,,Other,0.0,inactive,0.0,average,149.0,Unknown,"for, save","group, public",1,1475.0,731.0,"python=1, excel=3, sql=1","group, public",laptop,Lenovo,2022.0,phone,Xiaomi,2022.0,Tashkent,Wallshire district,100522
424,Christopher Gill,22,Female,0.0,001-231-3074,Jessicaview,bassmichael@hotmail.com,1985-09-10 16:33:19,Data Science,60.0,inactive,-2.0,excellent,218.0,2004-06-28 00:00:00,"world, computer","wide, exactly",3,588.0,652.0,"python=2, excel=2, sql=2","wide, exactly",laptop,Dell,2021.0,phone,Xiaomi,2021.0,Tashkent,East Chad district,100316
425,Timothy Winters,20,Male,0.0,Yoq--,Vasquezberg,brandonclay@johnson.com,2000-07-31 11:37:00,Other,0.0,pending,0.0,excellent,0.0,1996-01-07 00:00:00,"space, mother","possible, kitchen",2,889.0,505.0,"python=3, excel=3, sql=2","possible, kitchen",laptop,HP,2017.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
426,Sarah Nelson,18,Female,76.0,786-169-8025,Port Jessicafort,greenechristopher@wells.com,2020-12-02 18:43:00,Other,70.0,inactive,3.24,excellent,0.0,2007-08-18 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
427,Ryan Baker,22,Male,64.0,161-895-8034,Nicholston,anthony51@barajas-li.com,,Other,81.0,pending,3.46,excellent,284.0,1990-09-24 00:00:00,"fight, difference","allow, condition",0,628.0,514.0,"python=1, excel=2, sql=2","allow, condition",laptop,Lenovo,2015.0,phone,Samsung,2022.0,Unknown,Unknown,Unknown
429,Anthony Armstrong,20,Unknown,0.0,117-544-3348,Laurenmouth,maryjimenez@mullins.biz,1997-04-10 12:07:40,Other,0.0,active,0.0,good,0.0,2002-07-28 00:00:00,"travel, exactly","add, hot",0,795.0,317.0,"python=1, excel=2, sql=5","add, hot",laptop,Lenovo,2015.0,phone,Apple,2022.0,Unknown,Unknown,Unknown
439,Jessica Ford,21,Unknown,68.0,Yoq--,East Hollyville,jeffrey59@murphy-andrews.com,2005-11-28 00:00:00,Other,0.0,pending,0.0,excellent,0.0,1993-02-24 21:56:00,"event, authority","speech, environment",3,381.0,811.0,"python=4, excel=2, sql=3","speech, environment",laptop,Dell,2021.0,phone,Xiaomi,2022.0,Unknown,Unknown,Unknown
446,Michael Delgado,18,Female,92.0,757-081-6072,East Michelle,lbailey@gmail.com,2024-01-17 11:00:00,Other,95.0,pending,3.46,excellent,0.0,Unknown,"article, west","call, edge",3,1085.0,1135.0,"python=3, excel=1, sql=1","call, edge",laptop,HP,2015.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
448,Karen Martinez,20,Unknown,70.0,Yoq--,Owenfort,ali@gmail..com,1976-05-18 00:00:00,Python,60.0,pending,3.46,Unknown,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
450,Daniel Murphy,19,Unknown,70.0,Yoq--,Lake Nathan,joseph15@may-martinez.info,2025-11-12 00:00:00,Other,97.0,pending,0.0,excellent,243.0,2019-04-05 00:00:00,"raise, skill","personal, long",1,491.0,799.0,"python=5, excel=3, sql=2","personal, long",laptop,Lenovo,2017.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
451,Amber Brooks,21,Female,69.0,001-192-3853,East Don,richard36@gmail.com,1991-11-09 00:00:00,Data Science,0.0,pending,0.0,excellent,193.0,2018-02-06 00:00:00,"hour, ready","once, general",4,693.0,444.0,"python=1, excel=5, sql=1","once, general",laptop,Lenovo,2021.0,phone,Xiaomi,2023.0,Unknown,Unknown,Unknown
453,Julie Flores,18,Female,0.0,363-572-0111,North Josephchester,ali@gmail..com,2007-02-14 00:00:00,Data Science,0.0,active,15.5,excellent,0.0,2014-10-09 12:03:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
454,Michael Riley,20,Unknown,0.0,154-530-8296,Jamesside,bnewman@edwards.net,1985-02-12 00:00:00,Python,0.0,active,-2.0,average,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
457,Wendy Williams,20,Female,54.0,254-466-2154,Port Luisstad,rogershannah@calderon-romero.com,2010-09-17 20:25:00,Other,72.0,pending,3.46,Unknown,0.0,2003-06-22 09:06:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
458,Steven Gray,18,Male,93.0,123-114-0527,Rogerville,hunter33@yahoo.com,1993-09-08 11:26:29,Python,84.0,inactive,3.46,excellent,0.0,2020-02-16 00:00:00,"garden, Mrs","ten, safe",1,819.0,1374.0,"python=4, excel=2, sql=5","ten, safe",laptop,Lenovo,2022.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
459,Melanie Kline,20,Female,91.0,096-119-5797,Rodriguezborough,ali@gmail..com,1972-10-28 00:00:00,Other,0.0,pending,0.0,excellent,0.0,2025-08-15 00:00:00,"throw, free","identify, network",5,1179.0,918.0,"python=2, excel=2, sql=4","identify, network",laptop,HP,2016.0,phone,Xiaomi,2022.0,Unknown,Unknown,Unknown
462,Andrea Clark,22,Unknown,51.0,174-073-4128,Santosborough,alisha02@fisher-frye.net,,Other,0.0,pending,15.5,excellent,0.0,1999-03-21 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
465,Katelyn Houston,20,Female,51.0,Yoq--,Lauramouth,ali@gmail..com,1972-08-21 00:00:00,Other,0.0,active,15.5,Unknown,279.0,2010-10-15 11:08:44,"sport, others","the, appear",2,1376.0,1310.0,"python=3, excel=2, sql=1","the, appear",laptop,Lenovo,2016.0,phone,Apple,2021.0,Unknown,Unknown,Unknown
469,Aaron Lee,19,Male,0.0,187-236-1583,West Charlesville,ali@gmail..com,1996-02-05 00:00:00,Data Science,0.0,inactive,3.46,good,0.0,Unknown,"last, them","economy, life",1,815.0,517.0,"python=4, excel=5, sql=5","economy, life",laptop,Lenovo,2021.0,phone,Xiaomi,2023.0,Unknown,Unknown,Unknown
470,Nichole Woods,21,Male,0.0,001-875-6343,Fosterburgh,rmartin@gmail.com,,Data Science,76.0,active,-2.0,excellent,0.0,1973-09-29 03:55:32,"buy, word","listen, news",0,614.0,506.0,"python=2, excel=2, sql=5","listen, news",laptop,Lenovo,2022.0,phone,Apple,2024.0,Tashkent,South Robertchester district,100965
471,Edward Morse,20,Unknown,51.0,680-535-8205,Lake Johnborough,jessicagray@ryan.net,2013-06-08 00:00:00,Python,0.0,active,15.5,average,0.0,2008-01-29 04:02:00,"cover, night","know, himself",1,901.0,1349.0,"python=1, excel=2, sql=5","know, himself",laptop,HP,2024.0,phone,Xiaomi,2021.0,Tashkent,West Javierborough district,100982
474,Alexandra Pena,20,Male,0.0,Yoq--,Port Martin,ali@gmail..com,,Other,111.0,pending,0.0,good,0.0,2003-04-23 00:00:00,"already, your","hit, ok",0,391.0,1386.0,"python=5, excel=4, sql=1","hit, ok",laptop,Dell,2016.0,phone,Xiaomi,2018.0,Unknown,Unknown,Unknown
475,Susan Evans,19,Female,0.0,840-871-3220,West Zacharyview,ali@gmail..com,1983-01-31 00:00:00,Python,0.0,active,0.0,good,287.0,1979-12-25 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
478,Jason Michael,20,Male,83.0,131-191-3361,West Jessefurt,vmurphy@baker.com,1979-02-06 00:00:00,Data Science,0.0,active,3.46,excellent,169.0,2003-12-10 00:00:00,"they, ball","if, eye",1,213.0,255.0,"python=1, excel=1, sql=1","if, eye",laptop,HP,2024.0,phone,Xiaomi,2021.0,Tashkent,Wilsonmouth district,100904
479,Brian Weiss,21,Male,51.0,325-698-3868,East Stephanie,zmcgee@hotmail.com,1995-03-12 07:15:00,Data Science,0.0,active,-2.0,average,290.0,1978-02-06 06:25:00,"Democrat, property","growth, member",1,226.0,559.0,"python=2, excel=1, sql=1","growth, member",laptop,Dell,2016.0,phone,Samsung,2019.0,Unknown,Unknown,Unknown
482,Kimberly Douglas,20,Male,51.0,001-404-7736,Gregoryton,debrawright@hotmail.com,2023-04-01 20:43:00,Python,78.0,pending,3.64,excellent,0.0,1972-10-18 23:00:00,"its, cultural","east, while",0,463.0,839.0,"python=3, excel=3, sql=2","east, while",laptop,Lenovo,2018.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
485,Scott Alexander,20,Female,0.0,675-389-8181,South Anthonytown,chenderson@johnson.com,2003-07-03 00:00:00,Data Science,0.0,active,15.5,good,256.0,2008-08-19 00:00:00,"skill, effect","main, serve",1,432.0,1046.0,"python=1, excel=1, sql=3","main, serve",laptop,Dell,2015.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
491,Richard Sandoval,20,Male,51.0,001-515-2682,West Matthew,frankmcguire@galloway.com,1979-02-13 00:00:00,Other,92.0,inactive,4.46,good,0.0,1989-11-16 00:00:00,"article, drug","firm, reflect",2,250.0,889.0,"python=1, excel=5, sql=5","firm, reflect",laptop,HP,2019.0,phone,Xiaomi,2019.0,Unknown,Unknown,Unknown
493,Raymond Schultz,19,Male,95.0,001-561-8042,North Jordanton,ali@gmail..com,2003-01-04 00:00:00,Data Science,0.0,pending,1.1,excellent,163.0,2001-05-06 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
500,Jason Johnson,19,Female,61.0,197-514-2895,Mariachester,mreynolds@yahoo.com,1979-03-22 07:15:00,Data Science,0.0,active,15.5,excellent,0.0,1971-02-03 14:15:08,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
501,Dominique Steele,22,Male,77.0,Yoq--,Natalieland,christinepatterson@powell.biz,1971-08-04 00:00:00,Data Science,0.0,inactive,15.5,good,66.0,1988-09-09 00:00:00,"and, have","hope, cut",2,983.0,1182.0,"python=4, excel=1, sql=1","hope, cut",laptop,HP,2024.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
502,Erica Fisher,21,Unknown,91.0,162-932-1718,North Jeffreytown,ali@gmail..com,2012-01-07 04:36:30,Other,64.0,inactive,-2.0,average,0.0,2009-12-12 06:45:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
503,Bonnie Fitzpatrick,20,Female,76.0,Yoq--,Lake Allison,goldengregory@garcia.net,2003-02-25 00:00:00,Data Science,109.0,active,3.46,Unknown,0.0,Unknown,"nation, great","collection, difference",0,531.0,391.0,"python=3, excel=2, sql=4","collection, difference",laptop,Lenovo,2019.0,phone,Apple,2018.0,Tashkent,Lake Gregory district,100234
504,Tara Wood,21,Female,92.0,119-438-7213,Sethtown,troywalters@thornton-obrien.info,2006-02-20 00:00:00,Other,0.0,active,0.0,Unknown,0.0,1975-04-12 11:14:27,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
505,Cody Smith,20,Male,51.0,001-700-9757,East Michealstad,reginald97@bell.com,2009-04-27 00:00:00,Data Science,0.0,inactive,0.0,good,0.0,1990-09-28 00:00:00,"really, coach","opportunity, maintain",1,870.0,934.0,"python=3, excel=2, sql=1","opportunity, maintain",laptop,HP,2017.0,phone,Xiaomi,2022.0,Unknown,Unknown,Unknown
508,Patrick Morris,20,Unknown,51.0,612-513-1237,Port Erinfort,arianawashington@yahoo.com,2011-11-04 00:00:00,Other,0.0,inactive,0.0,excellent,171.0,1998-04-19 03:54:23,"pull, young","it, listen",5,1343.0,1340.0,"python=2, excel=2, sql=1","it, listen",laptop,HP,2020.0,phone,Apple,2020.0,Tashkent,Rickyport district,100191
510,Jodi Collins,18,Female,95.0,269-952-1256,Gabrielhaven,kylerivera@hotmail.com,1981-09-17 20:59:04,Data Science,98.0,inactive,0.0,Unknown,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
512,Richard Black,20,Male,63.0,715-632-2350,West Donaldfort,pattersonandrew@pierce.com,1989-03-04 00:00:00,Data Science,0.0,active,3.59,excellent,0.0,1970-01-29 11:05:00,"yourself, anyone","east, opportunity",2,392.0,1135.0,"python=2, excel=3, sql=4","east, opportunity",laptop,Dell,2017.0,phone,Samsung,2024.0,Unknown,Unknown,Unknown
513,Donald Barker,20,Unknown,0.0,Yoq--,West Shawnview,richardsthomas@welch-west.info,2022-12-30 04:24:00,Other,94.0,inactive,0.0,average,0.0,2012-03-14 15:23:57,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
514,Logan Molina,21,Male,51.0,007-545-2962,Micheleport,nathan37@howard-parsons.com,1986-05-25 00:00:00,Other,0.0,inactive,3.77,average,0.0,2008-11-05 00:00:00,"body, occur","wide, month",3,475.0,947.0,"python=2, excel=3, sql=5","wide, month",laptop,HP,2024.0,phone,Apple,2018.0,Unknown,Unknown,Unknown
516,Sherry Rivera,19,Male,93.0,175-240-9671,North Tylerhaven,ali@gmail..com,2018-08-10 00:00:00,Data Science,65.0,pending,0.0,excellent,281.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,West Briana district,100038
519,Debra Hanson,19,Male,0.0,Yoq--,Sarahton,ali@gmail..com,2000-09-09 09:27:00,Data Science,0.0,active,15.5,average,0.0,1996-11-08 00:00:00,"field, well","go, age",3,742.0,455.0,"python=4, excel=5, sql=4","go, age",laptop,Dell,2017.0,phone,Xiaomi,2022.0,Tashkent,Michaelhaven district,100000
525,Kayla Walker,20,Unknown,50.0,Yoq--,South Maria,ethanwilliams@hotmail.com,1994-06-04 00:00:00,Other,0.0,inactive,15.5,excellent,0.0,2020-09-28 00:00:00,"wear, challenge","black, approach",2,277.0,707.0,"python=4, excel=5, sql=1","black, approach",laptop,HP,2016.0,phone,Xiaomi,2022.0,Unknown,Unknown,Unknown
526,Angela Stark,20,Female,0.0,130-598-5713,North Johnville,gallowaycarol@yahoo.com,2010-04-02 02:49:27,Other,0.0,inactive,3.46,good,0.0,2008-03-22 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
529,Jonathan Hendricks,18,Female,0.0,839-383-1519,New Ashley,jeremiahwiggins@simmons.biz,,Other,0.0,active,0.0,Unknown,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
530,Leslie Cox,22,Female,0.0,Yoq--,Rickyside,ali@gmail..com,2022-08-27 00:00:00,Python,62.0,active,2.04,Unknown,0.0,1994-10-04 00:00:00,"animal, by","full, know",4,979.0,572.0,"python=4, excel=1, sql=2","full, know",laptop,HP,2017.0,phone,Samsung,2021.0,Unknown,Unknown,Unknown
531,William Powell,21,Female,77.0,297-459-8801,West Christopherhaven,ali@gmail..com,2016-03-19 00:00:00,Other,95.0,inactive,0.0,excellent,0.0,1999-06-30 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
535,Brianna Howell,20,Female,73.0,Yoq--,Ortegaview,mooretanner@moss.net,1975-03-26 00:00:00,Data Science,0.0,inactive,2.97,average,0.0,1987-10-25 09:29:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
537,Bobby Lee,20,Female,0.0,Yoq--,Lake Frank,deborahtaylor@kerr.com,1986-07-27 00:00:00,Other,102.0,inactive,3.46,average,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
544,Samantha Howard,20,Unknown,0.0,992-189-5672,Williamview,anita28@evans.com,1979-09-22 06:28:00,Data Science,61.0,active,15.5,excellent,52.0,1980-08-17 10:24:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
545,John Lynn,22,Unknown,0.0,119-191-9979,Port Susanfort,emily04@hotmail.com,2014-01-19 00:39:00,Other,80.0,pending,3.46,excellent,163.0,Unknown,"whose, go","future, green",2,447.0,427.0,"python=1, excel=3, sql=2","future, green",laptop,Dell,2015.0,phone,Apple,2022.0,Unknown,Unknown,Unknown
549,Shannon Kelly,19,Female,51.0,550-229-2180,South Brittanyfurt,alison82@hotmail.com,,Data Science,109.0,active,0.0,excellent,94.0,1999-09-05 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
550,Ashley Reyes,21,Female,58.0,Yoq--,West Hayleystad,ali@gmail..com,2020-05-26 00:00:00,Other,69.0,active,0.0,average,0.0,1982-03-20 06:07:00,"first, cost","politics, thought",0,1237.0,1340.0,"python=5, excel=5, sql=5","politics, thought",laptop,Lenovo,2016.0,phone,Apple,2019.0,Unknown,Unknown,Unknown
551,Christopher Mclaughlin,20,Female,51.0,914-928-8819,South Jennifer,moralesmargaret@hotmail.com,2004-01-07 00:00:00,Other,0.0,pending,3.46,excellent,0.0,1970-03-04 00:00:00,"listen, trial","world, all",0,1440.0,1192.0,"python=2, excel=4, sql=3","world, all",laptop,HP,2019.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
554,Michael James,20,Female,66.0,033-551-4589,Andreborough,victoria57@hotmail.com,1996-11-23 00:00:00,Python,0.0,inactive,3.46,excellent,0.0,1987-06-01 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
555,Cynthia Merritt,19,Unknown,50.0,001-676-2376,Lake Sydney,laura82@davidson.biz,,Other,0.0,pending,15.5,excellent,0.0,2006-06-25 19:23:33,"here, out","move, thousand",0,1116.0,1230.0,"python=3, excel=1, sql=5","move, thousand",laptop,Dell,2022.0,phone,Samsung,2019.0,Unknown,Unknown,Unknown
560,Stephanie Foley,20,Female,52.0,001-953-8387,Allisonside,rmoreno@hotmail.com,1971-12-07 00:03:57,Other,0.0,inactive,15.5,good,0.0,2022-05-15 06:38:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,Port Joshuaport district,100930
564,Bryan Boyd,19,Female,72.0,787-372-7406,New Johnton,sharon79@davis.org,1994-09-20 03:30:00,Data Science,0.0,pending,15.5,good,187.0,1972-07-15 00:00:00,"ball, some","ok, various",5,688.0,428.0,"python=1, excel=4, sql=1","ok, various",laptop,Dell,2019.0,phone,Xiaomi,2018.0,Unknown,Unknown,Unknown
565,John Osborn,21,Female,96.0,771-430-4946,Port Tamara,ibentley@wong.com,1992-06-13 10:18:00,Other,116.0,pending,3.46,Unknown,115.0,1983-07-23 10:43:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
566,Anna Clark,20,Male,0.0,818-614-3345,Sanchezton,wooderika@patel.com,1981-01-13 00:00:00,Other,0.0,inactive,-2.0,Unknown,0.0,1979-01-02 07:04:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
571,Amanda Gonzalez,21,Unknown,0.0,Yoq--,West Jefferyside,xle@moore-maxwell.info,2019-12-26 10:26:00,Data Science,0.0,pending,3.66,excellent,0.0,2001-01-30 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tashkent,South Jeanettefurt district,100371
573,David Adams,20,Female,79.0,825-412-0539,South Juan,garciajennifer@luna-kent.info,1996-11-27 00:00:00,Other,0.0,active,3.46,excellent,0.0,2014-07-10 19:50:13,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
580,Christopher Sanchez,21,Unknown,0.0,276-237-4873,New Erik,kathryn31@price.biz,2011-09-08 00:00:00,Data Science,0.0,pending,-2.0,good,169.0,1975-01-25 00:00:00,"herself, debate","party, put",1,1463.0,1482.0,"python=3, excel=2, sql=4","party, put",laptop,HP,2023.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
581,Kathleen Lambert,20,Male,99.0,214-099-9687,Port Kelly,nrose@wright-brewer.biz,2016-07-24 11:45:00,Data Science,65.0,inactive,15.5,good,0.0,2011-01-05 18:22:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
584,Sheila Bell,20,Female,0.0,762-565-4761,Robertville,monicabarber@hotmail.com,1971-01-28 00:00:00,Data Science,0.0,active,3.46,Unknown,0.0,2016-07-24 08:38:00,"we, husband","instead, this",3,875.0,1382.0,"python=1, excel=3, sql=2","instead, this",laptop,Lenovo,2022.0,phone,Xiaomi,2023.0,Unknown,Unknown,Unknown
589,Joseph Wilson,22,Male,0.0,Yoq--,Monroeview,michaeljones@moon-foster.com,1972-03-09 00:00:00,Other,0.0,active,15.5,excellent,0.0,Unknown,"song, range","father, himself",5,584.0,230.0,"python=2, excel=2, sql=4","father, himself",laptop,HP,2022.0,phone,Apple,2018.0,Unknown,Unknown,Unknown
591,Dean Moore,18,Female,63.0,960-706-7569,Perryland,hsmith@nelson-bryant.com,1976-06-11 00:00:00,Data Science,0.0,pending,-2.0,excellent,0.0,1986-10-31 00:00:00,"positive, could","full, job",3,613.0,1177.0,"python=1, excel=3, sql=4","full, job",laptop,HP,2022.0,phone,Apple,2022.0,Tashkent,South Garyport district,100844
593,Edward Holmes,20,Female,62.0,089-771-9768,Matthewport,jbean@hughes-arnold.com,1984-01-11 00:00:00,Other,0.0,pending,15.5,average,0.0,2007-03-11 08:56:00,"red, major","bring, certainly",3,217.0,1427.0,"python=2, excel=1, sql=5","bring, certainly",laptop,Lenovo,2020.0,phone,Samsung,2022.0,Unknown,Unknown,Unknown
598,Jonathan King,20,Unknown,0.0,017-824-2718,North Andrea,ali@gmail..com,2017-12-13 00:00:00,Data Science,0.0,active,0.0,average,264.0,Unknown,"society, hot","election, job",0,479.0,958.0,"python=1, excel=4, sql=2","election, job",laptop,Lenovo,2017.0,phone,Samsung,2022.0,Unknown,Unknown,Unknown
600,Zachary Johnson,18,Male,0.0,508-180-1870,New Markshire,qrice@hotmail.com,,Other,0.0,active,3.46,average,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
602,Martha Ruiz,19,Unknown,58.0,Yoq--,West Gregory,kfrancis@gmail.com,1980-02-06 19:22:00,Other,115.0,pending,3.46,average,244.0,Unknown,"chair, lay","respond, building",1,349.0,844.0,"python=5, excel=3, sql=1","respond, building",laptop,Lenovo,2021.0,phone,Samsung,2019.0,Unknown,Unknown,Unknown
603,Pamela Carr,18,Unknown,95.0,166-976-6040,Christopherside,lwilliams@gmail.com,1979-12-03 00:00:00,Python,116.0,active,3.46,good,0.0,Unknown,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
612,Natalie Brown,20,Male,51.0,398-191-3827,West Hunter,ali@gmail..com,1971-08-13 08:06:28,Data Science,72.0,active,0.0,excellent,131.0,2016-04-05 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
615,Michelle Chambers,20,Female,50.0,Yoq--,Port Kevinfort,awong@novak.com,2014-08-26 22:13:00,Data Science,108.0,pending,-2.0,good,62.0,1973-09-24 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
628,Ruben Howard,20,Female,0.0,824-522-4891,Lake Bruce,ali@gmail..com,2005-08-30 00:00:00,Other,0.0,active,0.0,good,116.0,1976-12-25 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
632,Michelle Price,20,Male,93.0,813-446-7811,Lake Mistyside,ali@gmail..com,,Data Science,80.0,pending,1.39,excellent,0.0,2018-08-05 00:00:00,"radio, arm","offer, hair",0,1476.0,1385.0,"python=1, excel=2, sql=2","offer, hair",laptop,HP,2015.0,phone,Samsung,2023.0,Unknown,Unknown,Unknown
645,Michael Richardson,20,Male,51.0,Yoq--,Carsonbury,ali@gmail..com,,Python,95.0,pending,3.46,Unknown,0.0,2016-09-01 00:00:00,"call, low","scientist, subject",2,944.0,291.0,"python=5, excel=2, sql=3","scientist, subject",laptop,HP,2023.0,phone,Samsung,2022.0,Tashkent,North Benjamin district,100898
647,Meagan Benton,19,Female,61.0,Yoq--,West Edward,nathanortiz@stein.com,1985-11-20 05:11:00,Data Science,115.0,active,0.0,excellent,0.0,2001-10-07 00:00:00,Unknown,Unknown,0,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
648,Michelle Turner,20,Male,51.0,Yoq--,Port Bethanyton,ali@gmail..com,,Other,0.0,inactive,3.46,average,0.0,Unknown,"force, as","store, artist",5,1332.0,579.0,"python=5, excel=2, sql=4","store, artist",laptop,HP,2020.0,phone,Samsung,2020.0,Unknown,Unknown,Unknown
651,Ryan Wilson,18,Female,65.0,641-481-4742,Michaelport,jacksonvictoria@mullins-fuller.net,2007-04-29 09:49:00,Data Science,98.0,active,2.23,excellent,183.0,1998-01-14 00:00:00,"recently, catch","night, none",3,310.0,480.0,"python=3, excel=5, sql=1","night, none",laptop,Dell,2016.0,phone,Xiaomi,2024.0,Unknown,Unknown,Unknown
656,Brandon Gross,22,Female,79.0,130-534-5966,Paulfort,nwong@yahoo.com,2017-03-23 15:50:00,Other,0.0,inactive,-2.0,Unknown,0.0,2007-10-15 00:59:49,"woman, human","power, read",2,1028.0,412.0,"python=2, excel=2, sql=4","power, read",laptop,Lenovo,2022.0,phone,Apple,2021.0,Unknown,Unknown,Unknown
657,Eric Stewart,22,Male,74.0,Yoq--,Williamsborough,delacruzrobert@davis.com,,Data Science,0.0,active,-2.0,average,188.0,1993-10-20 00:00:00,"standard, attack","threat, this",5,1388.0,617.0,"python=4, excel=3, sql=5","threat, this",laptop,Lenovo,2019.0,phone,Xiaomi,2023.0,Unknown,Unknown,Unknown
